order_id,customer_name,email,product_category,quantity,unit_price,total_amount,order_date,delivery_date,payment_status,region,discount_percent,customer_age
1296,Charlie Johnson,'; DROP TABLE--@example.com,,71,216.09,999999999,32-12-2024,2026-01-21,PeNdInG,East,28.76,18
8589,Alice Miller,'; DROP TABLE--@example.com,,14,257.35,2686.81,0001-01-01,2026-04-19,PeNdInG,Central,26.66,60
10005,"


",user10005@example.com,Furniture,79.359,140.03,3774.51,2025-08-01,9999-01-01,Refunded,West,5.1,43
ORD-9907-NULL,Bob Garcia,user9907@example.com,63,60,48.88,1964.74,2026-03-21,2025-07-26,Refunded,North,31.55,50
12203,Henry Davis,user12203@example.com,Home,85,85.9,4326.18,2025-11-01,2026-03-26,Pending,West,24.7,44
6857,ChArlie miLlER,'; DROP TABLE--@example.com,Books,20xy,105.04,599.91,2025-10-29,2026-03-22,Failed,ceNTRAL,29.2,32
9918,Henry Jones,user9918@example.com,Electronics,18,464.52,819.41,,2025-08-09,Paid,"56.65,-121.92",13.4,35
3147,Grace Jones,user3147@example.com,Toys,64,,85.33,2026-04-01,2025-11-08,Refunded,,,83
11331,---,user11331@example.com,Furniture,,30.99,1814.19,1850-06-15,2025-12-17,Cancelled,East,30.37,45
10784,Grace Miller,user10784@example.com,Furniture,43,$233.25,-100,2026-01-13,2025-10-14,Failed,Central,18.43,28
7070,Charlie Johnson,user7070@example.com,Furniture,51,$337.73,3528.37,2026-01-20,2025-10-10,Pending,Central,13.57,80
14354,null null null,user14354@example.com,Sports/Sports/Toys,11,,886.93,2025/07/21,2025-10-19,Cancelled,SOuTH,-100,66
8354,Grace Smith,user8354@example.com,Home,13.294,$80.44,1961.3,2025-05-29,2026-04-29T21:39:57.842704Z12,Failed,East,36.04,35
11398,Grace Garcia,user11398@example.com,Furniture,9999999,54.21,736.2,2025-10-31,2099-12-31,Paid,,28.12,58
2425,Henry Williams,user2425@example.com,,16,289.64,1261.77,2025-10-22,2025-12-30,2,South,9.85,77
11728,null,UsEr_11728@ExAmPlE.CoM,Toys,80,5.12e+02,1667.81,1900-01-01,2026-01-16,ERROR_CODE_500,Central,43.14,74
9872,Charlie Jones,user9872@example.com,Home,66,231.96,2486.89,2025-06-28,2025-09-16,Pending,North,37.98,27
10911,Henry Smith,user10911@domain@domain@769.com,,82,197.37,3409.57,2025-12-17,2026-03-19,Refunded,North,10.89,28
11363,Frank Jones,'; DROP TABLE--@example.com,Home,32,MILLIONS,2970.26,2025-07-08,2025-09-23,Pending,West,145%,-50
5076,Charlie Brown,user5076@example.com,Books,LOTS,$140.83,3752.74,2025-08-12,2025-08-07,Paid,,16.75,71
9514,Diana Garcia,user9514@example.com,Clothing,66xA,119.98,-9999,,2026-02-05,Pending,East,10.6,28
ORD-10323-NULL,Frank Garcia,user10323@example.com,Home,1,362.97,2161.43,2025-07-09,2025-12-18,Paid,West,18.24,64
7708,Grace Williams,user7708@example.com,Furniture,99999999,81.28,1619.51,1850-06-15,2025-05-16,Failed,***East***,49.85,20
11447,   Diana Williams             ,user11447@domain@domain@255.com,,8,65.04,1036.4,99/99/9999,2026-04-18,  Paid  ,West,1.45,51
10826,---,___10826---@test.test.test.test,Home,92,411.54,451.5,2025-07-11,2025-10-15,,North,66%,32
7501,Alice Brown,user7501@example.com,Clothing,99,29.6,2303.51,2026-04-19,2025-05-13,Pending,North,41.4,58
13551,Alice Garcia,user13551@example.com,Home,,477.39,3145.36,2026-02-21,,fAiLeD, South ,1.16,68
10757,Diana Williams,user10757@example.com,Sports,97,409.11,-0.01,2025-10-21,2025-06-23,Cancelled,Central,18.04,69
3623,Bob Smith,user3623@example.com,Home,40,99999999.99,,2025-05-27,2025-07-24,Paid,123,24.49,27
407,Charlie Williams,user407@example.com,Toys,11,expensive,1855.67,2025-10-17,2025-07-24,Failed,North,24.66,
6758,?,user6758@example.com,Clothing,-50000,FREE,1907.02,2026-03-27,2026-03-02,Failed,East,44.51,49.226
4389,Charlie Smith,@@@@@,////////,62,482.53,2176.38,,pending,Paid,South,N/A,20
-5,---,@@@@@,Home,22,10000000000.0,3033.1,,2026-04-21,Paid,North,,
5049,Henry Williams,user5049@example.com,Furniture,14.48,217.57,4437.25,2025-06-03,2025-09-16,Cancelled,East,109%,28
1623,Charlie Williams,user1623@example.com,Home,97,63.75,3320.16,2025-12-23,2025-09-25,Failed,North,4.94,31
1595,Grace Jones,,Sports,36,228.99,1132.74,2025-12-23,2025-06-07,Paid,wEST,35.03,49
3826,Bob Smith,user3826@example.com,Books,69,$261.70,714.8,2025-10-03,2025-11-30,Refunded,West,14.58,
11286,████,,30,88,,2560.05,2025-10-28,2026-03-28,ERROR_CODE_500,North,32.29,twenty
5940,unknown,user5940@example.com,🎁🎀🎊,76.501,332.98,3922.86,2025-06-26,2025-12-14,***Failed***,East,24.08,52
170,Eve Brown,user170@example.com,Clothing,qwerty,9.82,681.01,2025-06-11,2025-12-05,Failed,Central,,500
8986,   Diana Jones                 ,user8986@example.com,Home,38,110.17,2845.15,2025-10-04,2026-04-29T21:39:57.849228Z271,Failed,East,30.9,69
2882,Grace Williams,user2882@example.com,Books,56,429.2,3623.11,2025-11-08,2025-11-27,Pending,South,7.49,48
3205,Diana Smith,user3205@example.com,Clothing,8,298.62,1434.74,,2025-10-31,Failed,South,33.66,76
4519,Eve Smith,user4519@example.com,toys,57,205.51,1075.52,2026-04-12,2099-12-31,Pending,North,118%,70
4800,   Alice Johnson         ,user4800@example.com,Electronics,9999999,395.41,-0.01,,2025-10-02,Cancelled,East,5.13,-999
9564,N/A,user9564@example.com,Toys,70,358.37,3582.71,2025-10-27,2025-11-27,Failed,West,35.97,27
14611,Charlie Williams,©ííú©óúúóéúíú®ú©™óúá,,61,138.28,999999999,2025-11-28,2026-05-09,Refunded,"61.63,-111.10",30.9,36
8794,Frank Davis,user8794@example.com,Sports,15,FREE,1450.55,2025-11-19,2026-04-29T21:39:57.847274Z662,  Paid  ,East,44.06,77
10522,Grace Jones,user10522@example.com,Home,999999999,10000000000.0,2102.98,2025-08-17,2025-10-29,,North,150,50
8005,Frank Garcia,user8005@example.com,Books,41,477.01,2134.7,2025-12-03,2099-12-31,PeNdInG,East,39.9,32
6484,N/A,user6484@example.com,Clothing,80,,2362.05,2025_05_25,2025-12-30,Pending,Central,14.96,62
9791,---,user9791@example.com,Furniture,35,399.98,1525.68,,2025-10-07,Cancelled,West,45.16,54
2193,Charlie Brown,aaaaaa,Home,88,102.21,3358.38,2025-11-04,2025-05-23,Failed,North,1000,36
1385,Bob Williams,user1385@example.com,Sports,77,365.27,100.41,2025-06-30,2025-10-13,Cancelled,,HUGE,N/A
13746,,@@@@@,Sports,7,75.26,10000000000.0,0001-01-01,2025-05-08,Refunded,©®™,150,64
5949,123456789,user5949@example.com,🎁🎀🎊,null,260.8,3192.38,2026-01-20,2026-04-27,Failed,East,24.12,23
4625,Eve Davis,user4625@example.com,Furniture,62xK,212.61,2431.8,99/99/9999,2026-03-30,Pending,West,11.97,52
683,Grace Miller,user683@example.com,Sports,73,239.91,,2025-08-25,2026-04-29T21:39:57.757450Z817,Pending,West,21.02,60.706
2112,Alice Brown,user2112@example.com,Furniture,,455.39,1361.77,2026-02-09,2026-03-19,Refunded,East,500,18
12697,Grace Johnson,'; DROP TABLE--@example.com,Home,15,237.67,951.14,2025-12-22,2026-04-29T21:39:57.891532Z727,PeNdInG,North,,26
7410,Charlie Davis,user7410@domain@domain@87.com,Home/Clothing/Furniture,99999999,expensive,1211.72,2025-05-28,2025-12-13,Pending,Central,32.7,43
13545,na,user13546@example.com,Furniture,34,471.01,2382.19,2025-09-24,2025-12-23,Pending,West,45.22,77
11501,Eve Johnson,,Electronics,65,287.47,0.01,2026-04-15,2025-08-18,Paid,🌍🌎🌏,-999,81
8999,Frank Smith,user8999@example.com,unknown,18,20.88,4080.55,,2025-12-26,Cancelled,,10.89,83
6848,Frank Garcia,user6848@example.com,4,LOTS,334.38,-0.01,2025-11-02,2025-05-21,Cancelled,🌍🌎🌏,24.2,81
12942,Grace Williams,UsEr_12942@ExAmPlE.CoM,Books,82,428.07,,2025-10-05,2026-01-21,Refunded,Central,3.6,UNKNOWN
11428,   Henry Davis           ,user11428@example.com,eleCTRoNiCS,60,463.97,3857.76,,2025-06-12,Pending,"88.45,158.35",1.77,46
12456,Henry Garcia,user12456@example.com,████████,28,expensive,579.72,2025-12-30,2026-03-29,Refunded,North,N/A,-1
12143,Alice Williams,,Furniture,32,149.64,2158.13,1900-01-01,2025-12-13,Failed,  North  ,15.62,500
3843,Alice Williams,user3843@example.com,INVALID_CAT_12345,......,425.08,,2025-05-03,9999-01-01, Pending ,West,48.97,twenty
4982,   Eve Miller            ,UsEr_4982@ExAmPlE.CoM,Books,13,229.2,878.2,2025-11-14,2026-04-29,Refunded,East,30.1,72
800,Alice Garcia,user800@example.com,Toys,,154.83,0,2026-03-30,2025-08-09,Paid,West,22.14,44
13388,Eve Smith,,Furniture,88,482.41,4912.5,2025-08-06,,PeNdInG,---West---,43.42,33
747,Grace Jones,user747@example.com,Sports,72,440.01,3375.58,1850-06-15,2026-03-29,Failed,East,,74
10641,Frank Smith,user10641@example.com,Home,94,254.2,4300.58,,2026-01-17,2,NOWHERE,13.56,
ORD-12472-BAD,Eve Jones,óñíúúú®™í®ñ©™óéñúññé,Electronics/Furniture/Sports,94,76.26,855.58,2025-07-02,2025-12-30,Pending,West,6.89,54
6886,0000000,user6886@example.com,unknown,49,,1030.24,32-12-2024,2026-02-07,Failed,West,38.28,75
14966,Frank Garcia,user14966@example.com,Electronics,45,196.42,3539.09,2025-07-18,2026-03-23,,North,18.17,0
2206,Eve Williams,@@@@@,INVALID_CAT_12345,66,$484.79,,,2025-05-24,Pending,North,20.02,-1
9372,Frank Johnson,user9372@example.com,other,79,262.93,4834.89,2025-09-07,2025-04-12,Cancelled,,FREE,36
7035,   Frank Johnson                 ,user7035@example.com,Toys,12,$$$,0,2024-02-30,2026-03-20,Cancelled,North,10.31,71
14805,,user14805@example.com,Electronics,51xi,306.9,4158.74,,null,Paid,"16.10,-34.97",,65
590,Henry Smith,user590@example.com,Home,31,203.82,987.98,2025-05-28,null,Paid,North,33.18,81
313,Bob Brown,user313@example.com,sportS,9999999,175.47,1,null,2026-01-03,Paid,─────,20.84,73
8141,CharlIE BRown,user8141@example.com,Toys,48,316.6,1921.91,2026-02-01,2026-03-13,Pending,South,22.87,22
10224,,UsEr_10224@ExAmPlE.CoM,Books,26,5.36e+02,768.47,2025-10-01,2026-02-11,ERROR_CODE_500,West,,-5
ORD-5597-NULL,Henry Jones,user5597@example.com,Toys,20,128.59,3923.63,2025-06-29,9999-01-01,Failed,North,29.42,36
0,Charlie Garcia,user14018@example.com,Sports,45,445.19,3351.95,2050-06-15,2026-04-29T21:39:57.906359Z896,Paid,North,30.83,999
7120,Grace Brown,user7120@example.com,Furniture,67,425.5,-0.01,2025-12-22,2025-12-09,Paid,North,39.98,21
1491,Henry Brown,,Furniture,57,2.14e+02,2410.56,2026-04-07,2099-12-31,PeNdInG,West,FREE,38
2473,Frank Davis,user2473@example.com,Sports,29,47.49,496.55,2025-08-25,2026-05-14,Refunded,South,DISCOUNT,77.66
9485,0000000,user9485@example.com,Home,21,483.56,4614.45,2025-10-27,2025-06-12,Refunded,Central,37.17,51.254
13377,Henry Jones,user13377@example.com,Books,36,75.35,3383.76,1850-06-15,13-13-2024,PeNdInG,Central,150,34
11191,			,user11191@example.com,Clothing,34,200.26,294.9,2026-01-21,2025-08-14,Cancelled,North,2.75,28
6863,Henry Miller,user6863@example.com,Toys,28,189.09,1135.12,,2025-08-05,999,North,3.72,0
😀,Henry Garcia,...7499___@test.test.test.test,Books,-10,227.93,999999999,2025-12-28,2026-03-03,Pending,East,19.54,-1
2993,   Henry Williams                  ,user2993@example.com,Clothing,,3.74e+02,1913.56,2026-04-09,2025-12-24,Pending,Central,30.25,66
6375,Diana Williams,user6375@example.com,Furniture,70,-50000,3858.25,0001-01-01,2026-03-24,Failed,South,-999,55
2522,aLICe WIllIams,user2522@example.com,Home,50xD,124.95,3609.87,32-12-2024,2026-03-25,Cancelled,"81.76,62.68",17.14,54.879
962,Eve Miller,user962@example.com,Furniture,32,5.38e+02,761.19,null,2025-08-03,Paid,South,44.3,63
13167,Eve Miller,user13167@example.com,,48,16.08,2852.64,2025-12-23,2025-05-17,SUCCESS,"-71.25,44.58",122%,37
8587,,user8587@example.com,Home,89,24.84,4088.18,2026-01-28,2026-02-28,Failed,East,3.06,77
4706,😀😀😀,---4706___@test.test.test.test,16,93,,2554.45,2025-06-10,2025-05-31,Failed,,HUGE,43
8746,Charlie Johnson,user8746@domain@domain@309.com,Clothing,,41.45,963.55,2024-13-45,pending,Paid,North,9.84,60
3689,Grace Jones,...3689---@test.test.test.test,Electronics,10,$$$,581.97,2026-03-10,2025-06-02,Failed,South,17.59,65
4930,Grace Garcia,,57,62,$374.75,2931.92,2025-06-17,2026-02-13,Pending,West,18.07,UNKNOWN
5449,Diana Johnson,user5449@example.com,Books,66,21.79,4227.93,2026-01-18,2025-12-17,Cancelled,South,134%,80
ORD-10671-NULL,,user10671@example.com,Toys,,350.96,386.72,2025-12-06,null,Failed,"-82.83,163.06",39.39,22
7841,Frank Jones,'; DROP TABLE--@example.com,Home,,1.75e+02,,32-12-2024,2026-04-14,Cancelled,South,47.86,UNKNOWN
8150,Frank Brown,user8150@example.com,Furniture,68,29.08,3739.77,2025-11-11,2025-06-06,Refunded,©®™,-500,56
14602,Eve Jones,UsEr_14602@ExAmPlE.CoM,🎁🎀🎊,38,89.05,-0.01,2025-11-24,2025-07-10,Failed,"89.09,58.18",34.77,20
9534,Henry Davis,user9534@example.com,Books,46,457.68,,2025-10-21,2026-04-29T21:39:57.856249Z140,Paid,East,26.34,56
ORD-14696-NULL,Grace Smith,user14696@example.com,Furniture,75,57.91,3743.17,,2026-04-17,Refunded,South,45%,36
8991,Alice Miller,user8991@example.com,Home,10xX,396.33,1885.01,1850-06-15,2026-01-14,Pending,,19.87,61
-5,Eve Jones,'; DROP TABLE--@example.com,Sports,65,340.1,1862.83,2025-06-18,2026-04-29, Pending ,North,6.34,-200
9925,None,user9925@example.com,Electronics,LOTS,366.29,-100,2025-08-26,2026-04-29,fAiLeD,East,17.12,-999
13401,Henry Jones,user13401@example.com,bOOKS,11,102.85,2409.27,2025-11-23,2025-06-14,Paid,East,44.15,85
6258,"


",user6258@example.com,Home,79,250.9,1000000000000000.0,,,Cancelled,West,11.61,
12603,Charlie Smith,,Home,9999999,305.89,1724.21,1850-06-15,2025-07-29,0,,18.52,78
14942,Bob Brown,user14942@example.com,Clothing,,,1805.14,99/99/9999,2025-08-11,Refunded,South,31.27,-1
6736,Frank Johnson,user6736@example.com,94,86,476.21,4383.33,2025-06-22,2025-07-21,Paid,North,29.57,
14122,Alice Miller,user14122@domain@domain@454.com,Clothing,95,130.09,192.83,2025-11-07,2026-03-29,,North,9.19,62
578,Charlie Smith,user578@example.com,Home,22,300.94,4713.53,2025-06-14,2025-05-22,Cancelled,Central,33.8,76
2351,Henry Garcia,user2351@example.com,Electronics,80,169.35,413.64,2026-02-23,2025-11-27,Pending,South,40.78,74
14213,Henry Brown,user14213@example.com,65,18,136.85,4290.56,2026-01-29,2025-09-22,Paid,South,12.45,78
ORD-11857-NULL,Eve Davis,user11857@example.com,47,,419.09,1501.81,2025-09-30,2026-05-18,Pending,North,3.97,82
8972,Frank Smith,user8972@example.com,Electronics,58,10000000000.0,38.81,2025-11-19,2026-03-03,Paid,,32.75,54
11474,Diana Jones,user11474@example.com,other,qwerty,$357.65,1495.94,2026-04-25,2025-06-03,Cancelled,Central,1000,83
9668,Henry Johnson,user9668@example.com,Sports/Sports/Home,42,388.79,,2025-11-19,2025-08-31,Refunded,©®™,,---
586,Henry Davis,___586...@test.test.test.test,Books,15,92.72,1599.02,,2026-04-29T21:39:57.756434Z768,Paid,Central,31.83,33
5250,Diana Jones,123456,Sports/Toys/Clothing,......,99999999.99,1693.21,2025-12-21,2025-10-21,Refunded,West,24.76,52.905
6648,Alice Williams,user6650@example.com,,92,-100.99,3889.14,2025-11-03,2099-12-31,YESPLEASE,North,42.28,66
7038,Frank Johnson,user7038@example.com,Home,51,$429.25,,2025-05-13,2026-03-28,Failed,Central,27.04,66
14270,Grace Miller,user14270@example.com,Toys,ABCDEF,200.11,3224.82,2025-08-08,2025-10-22,Failed,©®™,33.18,-1
3106,Diana Johnson,null@null,Clothing,6,99999999.99,4930.62,2025-12-04,TBA,Failed,Central,16.36,32
10248,Alice Miller,user10248@example.com,Clothing,61,202.72,4581.67,2026-01-30,2026-04-29,,North,46.92,24
13043,Alice Garcia,,unknown,99,245.17,94.46,2025-05-15,2026-02-26,Refunded,South,16.9,31
4068,Frank Garcia,user4069@example.com,Sports,32,268.58,3044.05,2025-06-01,2026-03-27,Pending,─────,38.87,26
3325,Eve Brown,'; DROP TABLE--@example.com,,32,FREE,-0.01,2025-05-18,2026-02-02,Paid,Central,33.28,23
4553,Diana Johnson,user4553@example.com,Books,3,$184.78,1529.3,2025-10-08,2025-12-27,Pending,"26.13,62.04",24.89,77
6393,Alice Garcia,user6393@example.com,,42,289.54,3816.0,2025-06-26,2026-03-08,PeNdInG,,34.13,20.223
9027,Alice Smith,user9027@example.com,Sports,56,121.19,,2025-05-11,2025-04-24,Failed,West,41.09,UNKNOWN
6434,PbPtnwwHmREmpXMqRARAcrYWJUiNNWRzRcbmjKvTNlbrwnbPGZ,user6434@example.com,Toys,5,$363.77,0.01,2025-07-16,2025-08-21,,South,18.98,57
12849,Bob Davis,user12849@example.com,Electronics,73,23.22,4355.56,2025-05-01,2025-12-04,,South,29.43,-1
13200,Frank Jones,user13201@example.com,Books,9999999,,10000000000.0,9999-12-31,2025-07-11,Cancelled,Central,37.05,69
2049,Alice Davis,user2049@example.com,Toys,98,128.85,3335.52,2025-11-12,2026-01-02, Pending ,West,6.48,24
14068,©®™,user14068@example.com,unknown,84,239.75,3818.27,2026-04-27,13-13-2024,Cancelled,West,42.62,50
8582,Bob Jones,user8582@example.com,7,86,-100.99,240.01,2026-03-08,2026-02-03,Cancelled,North,9.75,37
12633,   Eve Miller         ,user12633@example.com,1,18,226.09,2256.48,2025-05-24,,NOPE,West,36.75,N/A
-999999,©®™,user7624@example.com,Toys,87,$438.7,,2026 04 19,2026-01-09,,South,45.28,
12533,Alice Johnson,user12533@example.com,Books,84xl,76.83,1166.05,2025-10-26,2025-08-22,Refunded,Central,DISCOUNT,32
10279,Henry Johnson,user10279@domain@domain@257.com,Clothing,3,495.32,1867.12,,2026-04-02,  Paid  ,South,23.21,36
10760,Frank Johnson,user10760@domain@domain@903.com,Sports,65,412.19,999999999,2026-01-08,2026-03-01,Failed,Central,19.71,10000
14822,			,user14822@example.com,Clothing,34,-999999,2736.72,2025-11-26,2025-10-16,Refunded,South,42.12,
12489,Frank Johnson,user12489@example.com,Clothing,13,63.4,2394.76,2025-09-05,13-13-2024,999,East,30.34,72
8580,Eve Miller,user8580@example.com,Sports,23,FREE,3659.51,2025-12-15,2025-07-05,Failed,South,31.65,56
5937,Charlie Johnson,---5937---@test.test.test.test,Clothing,,140.12,4159.62,2026-01-18,2026-01-09,Pending,West,40.84,84
558,   Diana Brown                   ,!!!!!!!,,16,323.29,4466.58,2099-01-01,2025-11-27,Cancelled,South,,39
14670,Eve Jones,user14670@example.com,Books,91.661,89.01,1505.2,32-12-2024,2026-04-29,Cancelled,"57.70,107.54",12.34,38
14196,Charlie Garcia,user14196@example.com,TODO,73,433.91,2325.53,2025-12-18,2026-04-29,Paid,***East***,22.97,22
6450,Henry Williams,user6451@example.com,Electronics,56,291.55,3586.59,2025-12-04,2025-12-18,Cancelled,East,12.81,31
7301,,---7301...@test.test.test.test,Sports,77xG,391.25,134.37,9999-12-31,2025-05-03,Refunded,East,47.37,-50
12564,,user12564@example.com,TOys,34,56.57,533.49,2025-07-21,2025-12-26,Cancelled,West,45.43,80
5034,Bob Garcia,UsEr_5034@ExAmPlE.CoM,Clothing,39,210.9,4570.01,2026-04-22,2026-04-16,Failed,North,31.69,73
2512,Alice Jones,user2512@example.com,Books,8,221.69,1069.16,2025-05-20,,Refunded,West,7.07,
993,,123456,Sports,83,21.55,3506.64,2024-02-30,2026-03-23,Pending,©®™,39.03,72
1327,Diana Williams,user1327@example.com,Sports,65,49.7,270.62,2025-10-11,2026-03-27,Refunded,©®™,20.79,71
4981,Bob Johnson,,Furniture,2.354,120.33,-100,2025-09-11,2025-12-07,Cancelled,West,30.63,-999
6842,Eve Jones,user6842@example.com,Sports,34,-50000,22.92,,pending,Failed,"46.35,114.91",99999,54
-999999,   Bob Williams                    ,user12990@example.com,Home,74,329.0,2625.31,2025-12-30,2025-08-27,Pending,South,42.34,
!!!!,Charlie Garcia,user6387@example.com,Toys,29.551,272.13,3977.92,9999-12-31,2026-02-23,Paid,,24.11,63
😀,Eve Brown,user12621@example.com,Home,......,12.04,3252.01,2025-09-12,2025-08-27,Pending,Central,39.96,83
1744,Henry Davis,user1744@example.com,Electronics,51,180.05,4551.68,2025-12-06,,0,West,150,26
7765,-----,user7765@example.com,TODO,,$433.56,1834.16,2026-01-18,2025-06-15,Pending,---West---,21.34,62
0,Grace Jones,user13126@example.com,,66,$$$,2935.8,2026-01-22,2025-12-28,Refunded,Central,13.89,-50
13497,ALiCE BRoWn,user13497@example.com,Clothing,54xY,457.46,489.98,2025-06-05,2025-10-01,Pending,West,FREE,69
ORD-7508-NULL,   Henry Johnson               ,user7508@example.com,,95,232.48,4087.67,2025-06-23,2025-09-20,Refunded,North,1%,65
14582,bOb wIlLiAMS,user14582@example.com,Books,29,90.11,3415.16,2026-01-15,2025-09-14,Refunded,South,31.53,60
8078,Frank Miller,null@null,Toys,64,6.78e+02,2425.88,null,2025-07-06,Pending,Central,2.84,72
810,Bob Davis,user811@example.com,Sports,90.068,492.71,4740.44,2026-02-09,2025-07-12,Cancelled,East,36.74,69
868,Eve Davis,user868@example.com,Toys,93,120.5,2907.0,2025-10-03,2026-04-29,Cancelled,East,7.7,79.022
4509,Diana Williams,user4509@example.com,Clothing,40,208.86,4993.8,2025-06-29,2026-02-28,Failed,North,28.35,-50
391,Henry Miller,user391@domain@domain@653.com,Clothing,49.603,116.62,2175.97,2026-01-21,2099-12-31,Paid,"55.80,141.58",20.4,27
7971,   Charlie Johnson                ,user7971@example.com,Clothing,50,137.28,2797.86,2025-05-03,2025-09-05,Cancelled,East,DISCOUNT,32
11995,Henry Miller,user11995@example.com,Electronics,91,10000000000.0,2478.6,2099-01-01,2025-08-29,Pending,North,0.32,-200
4000,,user4000@example.com,Toys,61,51.99,1,2025-12-16,2026-03-26,Pending,nortH,10.38,73
0,😀😀😀,user1542@example.com,🎁🎀🎊,75,18.03,2974.77,2025-11-24,2026-03-16,Cancelled,XYZ,11.14,37
10200,Eve wilLiAmS,user10200@example.com,Books,7,339.36,1446.5,2025-07-15,,,🌍🌎🌏,6.75,-200
235,Frank Jones,user235@example.com,Electronics,57xV,402.82,4030.31,2025-09-24,2026-02-13,Cancelled,🌍🌎🌏,49.42,60
9415,Bob Jones,user9415@example.com,Books,94,195.24,1558.97,2026-04-06,,Failed,Central,33.07,-999
3280,Bob Johnson,UsEr_3280@ExAmPlE.CoM,Furniture,17,132.37,-100,2025-09-19,2025-11-24,Cancelled,Central,17.7,500
13125,UNKNOWN,user13125@example.com,Clothing,44xX,301.46,2645.59,2025-11-13,2025-08-30,pAiD,East,150,60
14445,Alice Jones,aaaaaa,Toys,59,170.73,4423.92,2025-08-07,13-13-2024,Failed,North,12.63,---
10955,Henry Miller,user10955@domain@domain@610.com,Toys,45,68.77,32.21,2025-08-19,2026-02-01,Cancelled,,42.4,0
2613,Bob Garcia,user2613@example.com,,64,455.24,4133.47,,2026-04-29T21:39:57.778117Z227,NOPE,Central,4.69,35
13783,Grace Williams,user13783@example.com,Toys,99,156.27,2629.66,2025-05-14,2026-02-23,Failed,nORth,13.49,77
5082,Diana Williams,user5082@example.com,Electronics,66,73.02,705.45,2025-06-29,2025-07-12,Failed,West,3.41,62
13455,null,user13455@example.com,TODO,20,486.99,3100.54,2025-06-15,2026-02-01,,─────,10.27,UNKNOWN
9688,Charlie Garcia,user9688@example.com,Clothing,56,348.67,3252.06,2025-06-18,2025-09-26,Failed,East,5.3,49
9272,eVe joNeS,UsEr_9273@ExAmPlE.CoM,Sports,98.087,,4035.42,2025-10-06,,Pending,North,17.93,25
6307,Henry Williams,user6307@example.com,Books/Toys/Furniture,99,348.28,599.68,2026-01-07,2025-08-06,Cancelled,soUTH,9.73,
1318,Diana Brown,user1318@example.com,,9999999,-999999,4028.95,,2025-06-10,Cancelled,East,26.46,71
4960,Diana Smith,'; DROP TABLE--@example.com,25,12,154.89,2812.88,2026-03-22,2025-06-08,Pending,East,2.56,83
0,Bob Williams,,TODO,23,420.68,-0.01,2025-10-18,2025-11-04,Refunded,©®™,16.62,76
9249,Alice Miller,user9249@example.com,Furniture,55.633,$49.25,1548.07,2026-01-23,2025-08-20,Pending,South,29.84,twenty
4554,Frank Smith,user4554@example.com,42,68,254.38,79.0,2025-07-21,2026-02-14,Cancelled,████,FREE,26
4125,   Grace Davis            ,'; DROP TABLE--@example.com,,20,173.64,3643.04,2026-04-07,2025-05-01,2,South,21.7,0
14397,Frank Jones,user14397@example.com,,-10,391.53,0,2026-01-05,2026-04-29T21:39:57.910273Z594,Cancelled,East,24.46,61
13696,Henry Jones,user13696@example.com,FuRnITUrE,35,,0.01,2025-05-29,2026-04-29,Paid, South ,1000,49
7048,unknown,user7048@example.com,,100,35.79,4434.53,,2025-05-31,Failed,West,16.75,52
8265,na,user8265@example.com,Sports,78,$$$,3725.26,2099-01-01,2025-05-12,ERROR_CODE_500,East,24.94,44
11059,,null@null,Toys,24,10000000000.0,546.73,,2025-12-19,Paid,ceNtraL,45.91,62
1324,Eve Garcia,user1324@example.com,Home,56,164.11,2925.05,,,Failed,Central,26.92,81
4441,Diana Brown,@@@@@,////////,36,312.26,1463.74,2026-02-17,2099-12-31,Refunded,West,22%,33
0,   Bob Brown                  ,aaaaaa,Clothing/Books/Books,88,210.41,1319.16,,2026-02-16,Cancelled,Central,23.03,46
10336,Eve Miller,user10336@example.com,Toys,LOTS,7.91,4227.21,2025-05-16,2025-08-02,2,,33.38,19
7002,Frank Davis,user7002@example.com,Sports,68,229.29,2009.59,2025-05-23,2025-06-22,Paid,North,14.47,31
2558,Eve Davis,user2558@example.com,Clothing,74,285.55,,2025-08-30,2026-03-26,Pending,"-4.56,39.35",48.64,18
9592,Grace Miller,óíññóéáéíó©éñ®ó®ñóéé,Home,21,468.15,294.13,2025-09-21,2025-09-23,Paid,***East***,17.84,20
11986,Bob Miller,user11986@domain@domain@861.com,Home,88,417.63,807.1,2050-06-15,2025-05-11,,West,35.17,N/A
1844,Alice Garcia,,Electronics,47,349.64,2428.65,2026-01-11,2025-07-10,Pending,Central,13.33,23
4563,grace smiTh,null@null,Toys,85,154.88,1592.07,2025-11-12,2025-11-05,Refunded,East,FREE,27
6518,-----,user6518@example.com,Sports,60xr,129.41,0,2025-06-13,13-13-2024,Cancelled,North,18.45,-5
8483,Grace Brown,user8483@example.com,Sports,85,52.23,4557.44,,2026-03-04,Refunded,North,1000,60
6473,Bob Garcia,user6473@example.com,Clothing,31,327.15,4313.61,2025 12 09,2025-08-09,Failed,East,17.57,26
9781,Grace Williams,user9781@example.com,Furniture,78,125.87,1413.48,2026-04-25,2025-05-27,Pending,South,7.61,81
8865,Frank Johnson,user8865@domain@domain@793.com,////////,-999999,436.0,-9999,2025-12-02,2025-10-22,Failed,,28.78,20.877
