order_id,customer_name,phone,order_date,delivery_date,quantity,unit_price,total_amount,product_category,shipping_status
2302,John Doe,0960827011,2024-11-18,2024-12-15,56,56,,Books,pending
2303,Jane Smith,0236587285,2024-01-07,2024-02-06,82,$141,11562,Food,pending
2304,John Doe,0327780993,2024-11-12,2024-11-09,42,,32508,Food,Pending 
2305,john,0472078587,2024-01-16,2025-13-45,32,461,14752,ELECTRONICS,pending
2306,,0286713234,2024-04-22,2024-04-27,29,234,6786,Food,shipped
2307,Jane Smith,0833732135,2024-04-19,2024-04-24,18,462,8316,Books,delivered
2308,John Doe,0972260783,2024-08-16,2024-08-19,6,236,1416,Books,shipped
2309,Jane Smith,0290347938,2024-01-27,2024-02-18,N/A,210,0,Books,pending
2310,John Doe,0261325509,2024-03-15,2024-03-30,58,478,27724,,pending
2311,Jane Smith,0884781022,2024-07-21,2024-07-31,22,,0,Food,delivered
2312,John Doe,0418564496,2024-12-14,2024-12-30,66,301,19866,Books,pending
2313,Jane Smith,0580717768,2024-12-11,2024-12-20,73,145,10585,Clothing,shipped
2314,  John  ,0429515203,2024-04-02,,76,336,25536,Clothing,pending
2315,Jane Smith,0242900654,2024-09-09,2024-09-02,26,347,9022,Electronics,PENDING
2316,John Doe,0431364970,2024-12-18,2025-01-09,53,18,954,Books,pending
2317,Jane Smith,0253280339,2024-06-15,2024-06-25,92,148,13616,Food,shipped
2318,  John  ,0882615711,2024-12-13,2024-12-30,97,325,31525,Food,delivered
2319,Jane Smith,0558749845,2024-10-23,2024-11-02,30,24,720,Electronics,pending
2320,John Doe,0691668626,2024-01-03,2024-01-29,50pcs,,0, Electronics ,pending
2321,Jane Smith,0924658763,2024-01-19,2024-01-25,62,19,1178,electronics,delivered
2322,  John  ,0785964526,2024-12-03,2025-01-01,40,475,19000,Books,pending
2323,Jane Smith,0243209607,2024-08-05,,-7,289,-2023,Electronics,pending
2324,,0330526974,2024-03-09,2024-04-02,21,122,2562,Clothing,pending
2325,Jane Smith,0530453803,2024-08-17,2024-09-01,18,$164,12473,Clothing,pending
2326,jOhN ,0966423490,2024-06-07,2025-13-45,-7,185,21225,,delivered
2327,Jane Smith,0368975932,2024-07-15,,N/A,,0,Electronics,pending
2328,John Doe,0301217323,2024-10-01,2024-10-06,14pcs,228,3192,Electronics,pending
2329,John,0609617905,2024-02-24,2024-03-13,56,55,3080,Books,shipped
2330,John Doe,0659650987,2024-02-19,2024-02-17,43,223,9589,Books,pending
2331,Jane Smith,0618800878,2024-08-25,2024-09-01,30,79,2370,Food,pending
2332,John Doe,0639052001,2024-08-06,2024-09-04,90,-359,,Books,delivered
2333,Jane Smith,0827276599,2024-08-08,2024-08-21,78,95,7410,Clothing,pending
2334,John Doe,0363972145,2024-05-25,2024-05-20,89,457,40673,Books,shipped
2335,Jane Smith,0894779964,2024-11-10,2024-11-13,74,95,7030,Clothing,shipped
2336,John Doe,0537947530,2024-05-25,2024-06-16,65,119,7735,Electronics,pending
2337,Jane Smith,0955705112,2024-09-08,2024-10-08,60,49,33075,ELECTRONICS,pending
2338,John Doe,0431290710,2024-04-24,2024-04-22,N/A,203,0,Food,pending
2339,Jane Smith,0775196756,2024-01-13,2024-01-22,N/A,-373,0,ELECTRONICS,shipped
2340,John Doe,0649151769,2024-04-21,2024-05-04,71,400,28400,Food,delivered
2341,Jane Smith,0788954182,2024-08-08,2024-08-26,75,316,23700,Books,shipped
2342,John Doe,0635703214,2024-08-19,2024-09-16,61,319,19459,Electronics,pending
2343,Jane Smith,0243202660,2024-09-12,2024-09-25,-1,211,31961,Clothing,pending
2344,John Doe,0803730672,2024-05-04,2024-05-13,78,420,32760,Food,PENDING
2345,Jane Smith,0592576265,2024-04-16,2024-05-12,43,292,12556,Electronics,PENDING
2346,John Doe,0781328027,2024-03-20,2024-04-03,51,325,4046,Food,pending
2347,Jane Smith,0403727770,2024-03-14,2024-03-22,26,180,4680, Electronics ,pending
2348,John Doe,0382889428,2024-07-03,2024-06-23,67,435,29145,Electronics,shipped
ORD-1349,Jane Smith,0165665020,2024-09-27,2024-10-07,7,54,378,Electronics, PENDING
2350,John Doe,0591435775,2024-08-15,2024-08-30,80,324,25920,Electronics,shipped
2351,Jane Smith,N/A,2024-10-24,2024-11-14,96,392,37632,Books,pending
2352,John Doe,0985728405,2024-05-10,2024-06-09,72,366,26352,Food,pending 
2353,Jane Smith,N/A,2024-04-24,2024-05-01,70,467,44002,Food,pending
2354,John Doe,7803128470,2024-05-14,2024-06-02,34pcs,458,15572,Food,pending
2355,Jane Smith,0234147955,2024-11-10,2024-11-30,98,267,26166,Books,delivered
2356,John Doe,33366492039,2024-12-16,2024-12-19,23,481,11063,Books,shipped
2357,Jane Smith,0659493196,2024-09-03,2024-09-14,54,299,16146,Electronics,shipped
2358,John Doe,6730436450,2024-06-03,2024-06-06,91,295,26845,Food,delivered
2359,Jane Smith,5546030176,2024-12-07,2024-12-13,55,154,8470,Books,delivered
2360,John Doe,0799634707,2024-01-27,2024-02-09,20pcs,$97,1940,Books,shipped
2361,Jane Smith,0419941363,2024-12-06,2025-13-45,91,416,37856,Books,pending 
2362,,0103549656,2024-11-27,2024-12-16,18,350,6300, Electronics ,shipped
2363,JOHN,0522242485,2024-04-13,2024-04-19,42,-103,-4326, Electronics ,pending
2364,John Doe,0897002129,2024-02-22,2024-02-27,54,,0,Books,pending
2365,Jane Smith,0768495898,2024-05-26,2024-06-21,65,71,4615,Electronics,shipped
2366,John Doe,0278803220,2024-03-23,2024-04-11,73,$439,32047,Food,shipped
2367,Jane Smith,0524222405,2024-02-24,2024-03-09,5,187,935,Clothing,delivered
2368,John Doe,0966581090,2024-01-04,2024-01-19,50pcs,371,18550,Electronics,Unknown Status
2369,Jane Smith,0207586643,2024-02-06,2024-01-27,29,161,4669,Books,pending
2370,John Doe,0964930014,2024-05-27,2024-06-12,34pcs,138,,Food,delivered
2371,Jane Smith,0655644384,2024-09-14,2024-09-21,23,263,6049,Electronics,shipped
2372,John Doe,0143900267,2024-01-03,2024-02-02,27pcs,398,10746,Books,delivered
2373,jOhN ,0716732698,2024-09-11,2024-09-19,N/A,415,0,Electronics,pending
2374,John Doe,0278297111,2024-11-19,2024-12-04,94,373,35062,Electronics,pending
2375,Jane Smith,0316909282,2024-05-01,2024-05-17,86,218,18748,Books,shipped
2376,,0700479856,2024-02-18,2024-02-22,44,313,13772,Clothing,pending
2377,Jane Smith,0389712795,2024-01-12,2024-02-03,N/A,96,0,Food,pending
2378,John Doe,0849486314,2024-06-04,2024-06-16,39,448,17472,Electronics,shipped
2379,Jane Smith,0611448180,2024-04-26,2024-05-11,5,282,39979,Clothing,pending
2380,John Doe,0559911623,2024-01-08,2024-01-20,100,194,19400,Food,delivered
2381,Jane Smith,0684025322,2024-01-27,2024-02-18,49,376,18424,Books,shipped
2382,John Doe,0324538493,2024-11-18,2024-12-13,68,322,21896,Clothing,pending
2383,Jane Smith,0299103734,2024-06-08,2024-07-08,9,464,4176,,pending
ORD-1384,John Doe,0450451596,2024-11-10,2025-13-45,49,375,18375,Food,PENDING
2385,Jane Smith,0771203352,2024-04-10,2024-05-07,74,415,30710,Clothing,pending
2386,John Doe,0269326272,2024-04-23,,64,132,8448,Electronics,delivered
2387,Jane Smith,0907172140,2024-03-17,2024-03-27,79,304,24016,Electronics,pending
ORD-1388,John Doe,0948665942,2024-01-06,2024-01-25,14pcs,334,4676,Clothing,pending
2389,Jane Smith,0337134671,2024-03-03,2024-03-25,74,245,4534,,delivered
2390,John Doe,7123111110,2024-04-08,2024-04-11,33,292,9636,Electronics,delivered
2391,JOHN,(213) 965-8216,2024-09-01,2024-09-15,98,393,38514,Electronics,pending
2392,John Doe,0263165437,2024-04-18,2024-05-13,30,313,9390,Electronics,delivered
2393,Jane Smith,0990656301,2024-03-19,2024-03-30,86,438,37668,Clothing,shipped
2394,John Doe,0177011350,2024-08-04,2024-08-05,87,178,15486,Food,pending
2395,Jane Smith,33413730682,2024-09-01,2024-09-22,69,307,21183,Food,pending
2396,John Doe,0333032498,2024-11-24,2024-11-27,71,90,6390,Clothing,pending 
2397,Jane Smith,0526416754,2024-01-17,2024-02-06,38,$44,1672,Books,shipped
2398,John Doe,0731858053,2024-10-02,2024-10-22,44,409,17996,Food,shipped
2399,Jane Smith,0900816258,2024-01-10,2024-02-08,28,47754,1337112,Books,delivered
2400,John Doe,0596706380,2024-03-08,2024-03-10,72,84,6048,Electronics,delivered
2401,Jane Smith,0673408203,2024-09-12,2024-10-04,82,296,24272,Electronics,shipped
2402,John Doe,0630448840,2024-01-16,2024-01-25,35,$31,1085,Electronics,pending
2403,Jane Smith,0752048148,2024-03-24,2024-04-19,35,316,11060,Electro­nics,shipped
2404,John Doe,0493231331,2024-09-27,2024-10-19,9,391,3519,Books,pending
2405,Jane Smith,0410822239,2024-04-23,2024-04-22,8,8924,71392,Books,pending
2406,John Doe,0839305149,2024-08-04,2024-08-05,90,,0,Books,pending
2407,Jane Smith,0177161865,2024-07-21,2024-08-07,17,$145,2465,Electronics,pending
2408,John Doe,0812023520,2024-03-13,,18,231,4158,Electronics,pending
2409,Jane Smith,0706875393,2024-05-08,2024-05-25,86,37308,3208488,,pending
2410,John Doe,0801709516,2024-09-13,2024-09-27,95,499,47405,electronics,shipped
2411,Jane Smith,0999120338,2024-12-18,2024-12-29,32,$197,6304,Books,shipped
2412,John Doe,0368933715,2024-10-11,2024-11-06,43,$34,1462,Food,shipped
2413,JOHN,0563352478,2024-06-08,2024-07-04,95,280,26600,Food,pending 
2414,John Doe,0424313807,2024-09-22,2024-10-16,66,,1287,Electronics,delivered
ORD-1415,,0127017682,2024-06-02,2024-07-01,49pcs,378,18522,Clothing,pending
2416,John Doe,0783298471,2024-02-06,2024-02-21,15,452,6780,ELECTRONICS,shipped
2417,Jane Smith,33284858805,2024-12-27,2025-01-18,98,333,1587,Food,delivered
2418,John Doe,0142374903,2024-09-13,2024-10-12,17,$76,1292,Books,pending
2419,Jane Smith,0936745275,2024-06-16,2024-07-10,42pcs,28,1176,Clothing,delivered
2420,John Doe,N/A,2024-10-13,2024-11-04,59,52,3068,Clothing,shipped
2421,Jane Smith,0135128670,2024-03-26,2024-04-12,59pcs,-67,-3953,Books,shipped
2422,John Doe,0789920351,2024-05-23,2024-05-29,68,303,20604,Food,pending
2423,Jane Smith,0101650131,2024-09-08,2024-09-26,-9,395,-3555,Food,delivered
2424,John Doe,0628860196,2024-08-15,2024-08-30,-9,61,-549,Clothing,pending
2425,Jane Smith,0419687831,2024-03-26,2024-04-05,76,169,12844,Clothing,shipped
2426,John Doe,0433382419,2024-07-03,2024-07-19,57,399,22743,Electronics,shipped
2427,Jane Smith,0856196774,2024-02-04,2024-02-12,12,80,960,Food,delivered
2428,John Doe,0778242755,2024-03-26,,13,315,12040,Food,delivered
2429,Jane Smith,0848705284,2024-11-26,2024-11-17,92pcs,103,9476,Food,delivered
2430,John Doe,0654345332,2024-04-28,2024-04-22,96,115,11040,Food,shipped
2431,Jane Smith,0994402025,2024-06-18,2024-06-21,91pcs,,0,Electronics,delivered
2432,John Doe,0860189944,2024-07-20,2024-07-25,59,209,12331,Electronics,pending
2433,Jane Smith,0489131557,2024-06-18,2024-06-25,-2,362,-724,Food,delivered
2434,John,33754330964,2024-10-13,2024-10-26,98,21864,39759,Books,Unknown Status
2435,Jane Smith,0157785469,2024-06-22,2024-06-17,66pcs,341,19790,Electronics,pending
2436,John Doe,0364504587,2024-10-14,2024-11-12,96,194,18624,, PENDING
2437,Jane Smith,0449672656,2024-05-23,2024-05-24,17pcs,75,1275,Electronics,delivered
2438,John Doe,0896554940,2024-10-03,2024-10-15,76pcs,474,36024,Food,delivered
2439,,0106165459,2024-11-05,2024-11-11,19,381,7239,Food,delivered
2440,John Doe,0444626924,2024-01-15,2024-02-09,16pcs,,0,Food,pending
2441,Jane Smith,(675) 757-7888,2024-10-16,2024-10-19,94,334,31396,Food,delivered
2442,John Doe,0258803218,2024-03-26,2024-04-01,1,265,265, Electronics ,shipped
2443,John,0770351724,2024-08-28,2024-08-31,31,-273,-8463,Electronics,delivered
2444,John Doe,0475889898,2024-09-15,2024-10-07,15,144,2160,Books,pending
2445,Jane Smith,0269448207,2024-02-05,2024-02-17,80,180,14400,Clothing,delivered
ORD-1446,John Doe,N/A,2024-05-12,2024-05-30,-1,219,-219,Clothing,pending
2447,Jane Smith,0309110246,2024-12-12,2025-01-08,21,10,210,Books,pending
2448,John Doe,0365805815,2024-01-19,2024-02-15,50,267,13350,Electronics,shipped
2449,Jane Smith,0883116131,2024-12-01,2025-13-45,19,207,3933,Food,shipped
2450,John Doe,0946576494,2024-08-06,2024-08-29,59,263,15517,Electronics,shipped
2451,Jane Smith,0498313044,2024-01-25,,N/A,64,0,Clothing,shipped
2452,John Doe,0878511534,2024-10-06,2024-10-14,55pcs,281,15455,Clothing,delivered
2453,Jane Smith,0815872750,2024-07-02,2024-08-01,95,173,16435,Clothing,Unknown Status
ORD-1454,John Doe,0891764770,2024-09-18,2024-09-09,20,251,,ELECTRONICS,Unknown Status
2455,Jane Smith,0425317050,2024-10-08,2024-10-12,44,341,15004,Electronics,Pending 
2456,John Doe,0772369903,2024-08-01,2024-08-03,40,446,17840,Clothing,delivered
2457,Jane Smith,0928086278,2024-09-24,2024-10-02,83,323,26809,Electronics,shipped
2458,John Doe,0877682121,2024-09-28,2024-10-19,88,267,23496,,shipped
2459,Jane Smith,0346770296,2024-11-18,2024-12-06,42,128,5376,Books,shipped
2460,John Doe,0634907632,2024-12-21,2024-12-23,79,55,4345,electronics,Pending 
2461,Jane Smith,0371091749,2024-08-03,2024-08-12,37,316,11692,Food,delivered
2462,John Doe,0147820855,2024-05-20,2024-06-09,32,98,3136,electronics,shipped
2463,Jane Smith,3979810096,2024-03-11,2024-03-16,12,186,682,Clothing,pending
2464,John Doe,0166313117,2024-09-09,2024-09-10,25,$340,8500,Clothing,shipped
2465,Jane Smith,0561219997,2024-08-10,2024-09-05,38,395,15010,Clothing,shipped
2466,John Doe,0533025296,2024-07-17,2024-07-18,55,107,8189,Clothing,delivered
ORD-1467,,0337949965,2024-04-07,2024-05-06,52,285,7914,Food,shipped
2468,John Doe,0201197210,2024-06-16,2024-07-05,-4,$216,-864,Books, PENDING
2469,Jane Smith,0630919023,2024-09-21,2024-10-02,19,415,7885,Electronics,Unknown Status
2470,John Doe,0118963915,2024-07-05,2024-07-24,55,119,6545,Clothing,Unknown Status
2471,Jane Smith,0188859722,2024-05-25,2025-13-45,4,100,, Electronics ,shipped
2472,John Doe,0673658464,2024-09-20,2024-10-08,77,357,27489,Clothing,shipped
2473,Jane Smith,0531449213,2024-05-12,2024-05-28,95,316,30020,Food,shipped
2474,John Doe,0636657761,2024-02-15,2024-03-12,65,13644,886860,Books,pending
2475,jOhN ,0324198509,2024-06-06,2024-05-30,7,76,532,Books,pending
2476,John Doe,8263209651,2024-08-24,2024-09-15,77,$431,33187,Clothing,shipped
2477,Jane Smith,0488169649,2024-03-09,,97,390,37830,Food,shipped
2478,,0305775081,2024-03-05,2024-03-25,99,493,48807,Electronics,pending
2479,Jane Smith,0377087950,2024-03-24,2024-04-10,54,48,2592,Electronics,delivered
2480,John Doe,0682771923,2024-06-16,2025-13-45,12,208,2496,Electronics,delivered
2481,Jane Smith,0588635270,2024-03-01,2024-03-14,4,386,1544,Electronics,delivered
2482,John Doe,0320949586,2024-05-25,2024-06-21,16pcs,212,3392,Clothing,delivered
2483,Jane Smith,0553902039,2024-09-09,2024-09-29,79,85,49485,Food,pending
2484,John Doe,N/A,2024-01-25,2024-02-17,84,390,32760,Electronics,delivered
ORD-1485,Jane Smith,0586264509,2024-12-13,2024-12-04,36,337,12132,Clothing,delivered
2486,John Doe,N/A,2024-11-14,2024-11-26,90,417,37530,Electronics,delivered
2487,Jane Smith,0706298377,2024-01-11,2024-01-31,9,35,315,Clothing,delivered
2488,John Doe,33840879560,2024-09-18,2024-10-05,86,459,39474,Electronics,shipped
2489,JOHN,0912466595,2024-07-04,2024-07-13,84,129,10836,Food,Unknown Status
2490,jOhN ,0220187500,2024-06-21,2024-07-01,43,125,5375,,delivered
2491,Jane Smith,0751629773,2024-04-13,2024-04-28,93,75,6975,Electronics,pending
ORD-1492,John Doe,N/A,2024-05-13,2024-06-07,22,97,2134,Food,shipped
2493,Jane Smith,0992243308,2024-02-08,2024-02-26,80,494,39520,Electronics,pending
2494,John Doe,0683531840,2024-09-01,2024-09-16,13,146,1898,Books,pending
ORD-1495,Jane Smith,0657040537,2024-03-28,2024-04-19,23,422,9706,Clothing,delivered
2496,John Doe,0444807800,2024-04-07,,83,56,4627,Electronics,shipped
2497,JOHN,0304346964,2024-05-22,2024-05-14,100,222,35388,Electronics,delivered
2498,John Doe,0581858688,2024-12-10,2024-12-26,42,348,14616,Books,pending
2499,Jane Smith,N/A,2024-06-16,2024-07-14,2,414,828,Food,delivered
2500,John Doe,0882913931,2024-08-09,2024-08-18,82pcs,363,29766,Clothing,PENDING
2501,Jane Smith,0125809202,2024-02-08,2024-03-07,95pcs,$323,30685,Food,delivered
2502,,N/A,2024-05-23,2024-06-07,69,,0,Books,shipped
2503,Jane Smith,0892935900,2024-02-03,2024-02-07,85,318,15845,Electronics,pending
2504,John Doe,0963238156,2024-08-28,2024-09-04,6,136,816,Food,delivered
2505,Jane Smith,0791095235,2024-09-20,2024-09-23,99,237,23463,Books,delivered
2506,John Doe,0870501204,2024-05-27,2024-06-06,1pcs,288,288,Clothing,delivered
2507,Jane Smith,0361890928,2024-08-13,2024-09-08,58,67,3886,Books,shipped
2508,John Doe,0187632534,2024-07-27,2024-08-16,64,395,25280,ELECTRONICS,pending
2509,Jane Smith,0149830381,2024-11-10,2024-11-26,46,79,3634,Food,delivered
2510,John Doe,0444358419,2024-08-26,2024-09-02,96,345,33120,Clothing,shipped
2511,john,0466641264,2024-08-24,2024-09-18,65,149,9685,Books,Unknown Status
2512,John Doe,8635885455,2024-09-06,2024-10-02,8,191,1528,Food,shipped
2513,Jane Smith,0830524388,2024-07-19,2024-08-14,13,41,533,Electronics,pending
2514,John Doe,0251847602,2024-04-25,2024-05-09,36,-357,-12852,Electronics,delivered
2515,Jane Smith,0682397116,2024-03-18,2024-04-01,11,$97,1067,Food,shipped
2516,John Doe,0411472169,2024-04-18,2024-05-16,21,133,2793,Clothing, PENDING
2517,Jane Smith,0717889979,2024-04-27,2024-04-24,26,441,11466,Books,delivered
2518,John Doe,0815121629,2024-09-19,2024-09-25,65,325,19404,electronics,pending
2519,Jane Smith,0904606015,2024-05-04,2024-05-21,3pcs,,0,Food,shipped
2520,John Doe,0412572212,2024-10-13,,85,199,16915,Clothing,delivered
2521,John,0584269829,2024-06-14,2024-06-15,57,334,19038,,delivered
2522,John Doe,0269719106,2024-03-24,2024-04-07,89,170,15130,Electronics,pending
2523,Jane Smith,N/A,2024-05-11,2024-05-05,74,426,31524,Clothing,shipped
2524,John Doe,0153349289,2024-06-09,2024-06-14,22,312,6864,Electronics,shipped
2525,Jane Smith,0217435358,2024-02-10,2024-02-12,73,31,2263,Food,delivered
2526,John Doe,0379792312,2024-03-24,,9,222,1998,Books, PENDING
2527,Jane Smith,0105989283,2024-08-13,2024-08-15,55,393,21615,Electronics,shipped
2528,,N/A,2024-12-27,2025-01-19,N/A,198,0,Books,Unknown Status
2529,Jane Smith,0289919762,2024-09-25,2024-10-02,82pcs,100,8200,Books,delivered
2530,John Doe,0470755031,2024-10-19,2024-11-09,69,94,6486,Books,pending
2531,Jane Smith,0950539974,2024-02-28,2024-03-23,29,328,9512,Electronics,delivered
2532,John Doe,0901237162,2024-04-13,2024-04-21,19,194,36117,Books,Unknown Status
2533,Jane Smith,0797335725,2024-09-16,2024-09-23,8,159,1272,Clothing,shipped
2534,John Doe,0101408602,2024-12-18,2025-01-16,36pcs,417,18623,Electronics,delivered
2535,Jane Smith,1101364734,2024-06-04,2025-13-45,0,484,0,Electronics,shipped
ORD-1536,John Doe,N/A,2024-03-12,2024-03-17,48,51,28786,Food,Pending 
2537,Jane Smith,0781936737,2024-05-03,2024-05-13,-10,201,28137,Clothing,shipped
2538,John Doe,0726974678,2024-05-15,2024-05-17,27,220,5940,Electronics,shipped
2539,Jane Smith,0338186068,2024-07-13,2024-07-20,11,315,3465,Electronics,delivered
2540,John Doe,0215737589,2024-09-15,2024-10-10,17,426,7242,Books, PENDING
2541,Jane Smith,N/A,2024-01-01,2024-01-31,60,33744,2024640,Books,shipped
2542,John Doe,0668992746,2024-01-27,2024-02-03,4,247,988,Books,Unknown Status
2543,Jane Smith,0301994359,2024-07-15,2024-08-05,74,$397,29378,Electronics,delivered
ORD-1544,John Doe,0505265299,2024-06-17,2024-07-09,13,14,, Electronics ,delivered
2545,Jane Smith,0589684211,2024-09-19,2024-09-14,54,478,25812,Electronics,delivered
2546,John Doe,0443786822,2024-11-20,2024-11-28,2,338,676,Clothing,delivered
2547,  John  ,0622494808,2024-09-21,2024-10-14,16,256,4096,Electronics,shipped
2548,John Doe,0566755996,2024-03-02,2024-03-17,2,207,414,Food,pending
2549,Jane Smith,0946375234,2024-07-13,2024-07-15,54,,0,Electro­nics,pending
2550,John Doe,0962735238,2024-04-27,2024-05-02,84,54,23719,Electronics,shipped
2551,john,0540683600,2024-03-16,2024-03-18,10pcs,335,3350,Electronics,pending
ORD-1552,John Doe,0446899287,2024-05-11,2024-05-13,52,398,20696,Food,shipped
2553,Jane Smith,0985332407,2024-04-02,2024-04-16,52,282,14664,Books,Pending 
ORD-1554,,(351) 417-6023,2024-06-05,2024-06-07,63,90,5670,Books,delivered
2555,Jane Smith,0174896299,2024-11-12,2024-11-29,30,7486,224580,,pending
2556,John Doe,0344022281,2024-04-25,2024-05-07,64,448,28672,Books,shipped
2557,Jane Smith,0417633351,2024-02-19,2024-03-16,N/A,270,0,ELECTRONICS,pending
2558,John Doe,0923028704,2024-03-10,2024-03-22,99,189,18711, Electronics ,pending
2559,Jane Smith,N/A,2024-01-14,2024-01-22,42,448,,Electronics,delivered
2560,John,0808677096,2024-09-03,2024-09-21,59,$439,1747,Electronics,shipped
2561,Jane Smith,0919247703,2024-04-05,,95,444,42180,Food,pending
2562,John Doe,0216862294,2024-09-10,2024-10-06,47,214,10058,electronics,shipped
2563,Jane Smith,0960020796,2024-09-27,2024-10-18,10,416,4160,Books,shipped
2564,John Doe,0961815289,2024-01-26,2024-01-25,79,478,37762,Electronics,shipped
2565,Jane Smith,0202600092,2024-10-23,2024-10-19,77,433,33341,Books,delivered
2566,John Doe,(877) 912-4381,2024-03-28,2024-04-04,33,371,12243,Books,pending
2567,jOhN ,0251512374,2024-08-15,2024-09-12,43,30143,44265,Electro­nics,pending
2568,John Doe,0120338073,2024-08-12,2024-08-24,53,57,3021,Electronics,Unknown Status
2569,Jane Smith,0497436969,2024-07-28,2024-08-09,76,182,34155,,pending
2570,John Doe,0299521656,2024-02-10,2024-03-08,29,16,464,Electronics,pending
2571,Jane Smith,0962307008,2024-11-13,2024-12-11,78,305,7860,Electro­nics,shipped
2572,John Doe,0575844130,2024-01-19,,20,,0,Books,delivered
2573,Jane Smith,0895440904,2024-07-18,2024-07-27,2,470,940,Electronics,pending
2574,John Doe,33996885732,2024-05-01,2024-05-11,83,240,21468,ELECTRONICS,pending
2575,Jane Smith,0678407944,2024-02-26,2024-02-29,31,-142,-4402,Food,shipped
2576,John Doe,0373760256,2024-03-16,2024-04-08,21,,0,,pending
2577,Jane Smith,0558102210,2024-10-09,2025-13-45,4,153,,Food,pending
ORD-1578,  John  ,0658265402,2024-07-03,2024-07-09,82,148,12136,Clothing,delivered
ORD-1579,John,0768687139,2024-03-05,2024-03-21,42pcs,130,5460,Food,pending
2580,John Doe,0612484112,2024-07-20,2024-08-17,47,114,,Clothing,pending
2581,Jane Smith,0369633028,2024-12-05,2024-12-29,56,$102,5712,ELECTRONICS,shipped
2582,john,0414183287,2024-01-16,2024-01-22,24,,0,Books,delivered
2583,Jane Smith,0911461577,2024-04-23,2024-05-05,18,-398,-7164,ELECTRONICS,shipped
2584,John Doe,0890392552,2024-08-03,2024-08-21,89,308,27412,Clothing,shipped
2585,Jane Smith,0792733321,2024-08-26,2024-08-30,22,153,3366,Clothing,shipped
2586,John Doe,0503815108,2024-01-24,2024-02-13,N/A,325,0,Books, PENDING
2587,Jane Smith,0363567572,2024-07-21,2025-13-45,97,206,19982,Electronics,delivered
2588,John Doe,0198528834,2024-12-13,2024-12-06,72,420,30240, Electronics ,delivered
2589,Jane Smith,0340145061,2024-02-23,2024-03-20,31,39749,1232219,Books,pending
2590,John Doe,0664368791,2024-02-04,2024-02-19,-10,68,-680,Clothing,delivered
2591,Jane Smith,0545071391,2024-04-01,2024-04-29,73,19,1387,Clothing,shipped
2592,John Doe,0811358713,2024-08-02,2024-08-20,1,52,52,Books,pending
2593,,0107731628,2024-07-24,2024-08-22,4,44,37861,Books,shipped
2594,John Doe,0234835507,2024-01-19,2024-02-18,38,183,6954,Electronics,delivered
2595,Jane Smith,0208640318,2024-10-11,2025-13-45,71pcs,32,20421,Electronics,pending
2596,John Doe,0487357041,2024-09-23,2024-10-21,65,96,24695,Electronics,Unknown Status
2597,Jane Smith,(499) 934-8560,2024-11-12,2024-11-25,66,230,15180,Books,pending
2598,John Doe,0132079468,2024-04-13,2024-04-26,19,474,9006,Food,pending
2599,,0557982171,2024-12-19,2025-01-02,89,498,,Food,pending 
2600,John Doe,0312719543,2024-07-01,2024-07-15,23pcs,347,16785,Clothing,delivered
2601,Jane Smith,N/A,2024-07-08,,15,390,5850,Electro­nics,delivered
2602,John Doe,0510993574,2024-05-13,2024-05-29,49,39,1911,Food,delivered
2603,Jane Smith,33722902320,2024-03-17,2024-03-26,88,$96,8448,Food,pending
2604,John Doe,(299) 115-8095,2024-04-01,2024-04-09,N/A,82,0,Electronics,pending
2605,john,0915523331,2024-05-12,2024-05-31,32,166,5312,Food,shipped
2606,John Doe,0343289114,2024-03-23,2024-03-31,0,177,0,Food, PENDING
2607,John,0347687039,2024-03-19,2024-04-06,46,13,598,Clothing,pending
2608,John Doe,0382172623,2024-04-10,2024-04-04,56,156,8736,Food,pending
2609,Jane Smith,0952015772,2024-07-28,2024-07-31,42,19,42509,Clothing,Unknown Status
2610,John Doe,0534436899,2024-06-14,2024-06-05,34,353,12002,Clothing,shipped
2611,jOhN ,0565929210,2024-04-03,2024-04-06,76,13,,Clothing,pending
2612,John Doe,0702223815,2024-12-14,2025-01-13,21,48,1008,Clothing, PENDING
2613,Jane Smith,(174) 843-8758,2024-07-01,2024-07-02,33,,0,Clothing,delivered
2614,John Doe,0162130222,2024-09-05,2024-09-26,45,274,12330,Books,delivered
2615,Jane Smith,0992767366,2024-03-08,2024-03-26,87pcs,-44,-3828,Electronics,pending
ORD-1616,John Doe,0430251425,2024-09-11,2024-10-02,29,22,638,Food,shipped
2617,,0179943300,2024-12-14,2025-01-12,32,473,15136,Books,shipped
2618,John Doe,0179146105,2024-09-22,2024-10-07,22,,0,ELECTRONICS,delivered
2619,Jane Smith,0947700659,2024-10-18,2024-10-22,53,415,21995,Books,shipped
2620,John Doe,0442546784,2024-02-01,2024-02-28,N/A,115,0,,delivered
2621,,0581368565,2024-06-12,2024-07-03,N/A,,0,Books,shipped
2622,,4556439070,2024-04-03,2024-04-09,60,398,23880,Books,shipped
2623,Jane Smith,0293980430,2024-07-01,2024-07-07,56,447,25032,electronics,pending
2624,,0428357144,2024-09-15,2024-09-28,58,320,,Clothing,pending
2625,Jane Smith,0571937692,2024-10-20,2024-10-31,72,491,35352,Electronics,pending
2626,John Doe,0622494537,2024-10-12,2024-11-05,77,170,13090,Electronics,shipped
2627,Jane Smith,0420124146,2024-04-18,2024-05-07,31,228,7068,Electronics,shipped
