Unnamed: 0,num_reservation,passeport,pension,date_arrive,date_depart,qte_chambre,adultes,enf_payant,enf_gratuit,bebe,segment
2691,RLKY3L2,P17370976,ALL IN,2024-06-03,2024-06-08,1.0,1.0,0.0,0.0,0.0,1-TO
2692,R2D8HS4,P60521583,ALL IN,2024-06-03,2024-06-16,1.0,2.0,0.0,0.0,0.0,1-TO
2693,RIA4MJV,P40027888,ALL IN,2024-06-03,2024-06-17,1.0,1.0,0.0,0.0,0.0,1-TO
2694,RVQPHFJ,P88430435,ALL IN,2024-06-03,2024-06-10,1.0,2.0,0.0,0.0,0.0,1-TO
2695,RSFMXN6,P73184122,ALL IN,2024-06-03,2024-06-08,1.0,2.0,0.0,0.0,0.0,1-TO
2696,RNWLKA9,P35398171,DP,2024-06-03,2024-06-08,1.0,2.0,0.0,0.0,0.0,1-TO
2697,RL7STWG,P81306465,ALL IN,2024-06-03,2024-06-07,1.0,2.0,0.0,0.0,0.0,1-TO
2698,RIC39DT,P31552121,ALL IN,2024-06-03,2024-06-09,1.0,2.0,0.0,0.0,0.0,1-TO
2699,R7C1HYP,P77169841,ALL IN,2024-06-03,2024-06-10,1.0,2.0,0.0,0.0,0.0,1-TO
2700,R4O8UFB,P41843566,ALL IN,2024-06-03,2024-06-10,1.0,2.0,0.0,0.0,0.0,1-TO
2701,R3YELYR,P74748775,ALL IN,2024-06-03,2024-06-09,1.0,2.0,0.0,0.0,0.0,1-TO
2702,RVHRUR0,P87528256,ALL IN,2024-06-03,2024-06-12,1.0,2.0,0.0,0.0,0.0,1-TO
2703,RL0NS7J,P06898436,DP,2024-06-03,2024-06-07,1.0,2.0,0.0,0.0,0.0,2-Agences
2704,RKV6SWC,P49145018,ALL IN,2024-06-03,2024-06-08,1.0,2.0,0.0,0.0,0.0,1-TO
2705,RDLS1VX,P79015921,ALL IN,2024-06-03,2024-06-08,1.0,2.0,0.0,0.0,0.0,1-TO
2706,R4I41BR,P31661669,DP,2024-06-03,2024-06-07,1.0,2.0,0.0,0.0,0.0,4-OTA
2707,RQ3XLC8,P71916765,LPD,2024-06-03,2024-06-06,1.0,2.0,0.0,0.0,0.0,4-OTA
2708,RI6Z27W,P14293962,LPD,2024-06-03,2024-06-06,1.0,2.0,0.0,0.0,0.0,4-OTA
2709,RDN2HXG,P84740537,ALL IN,2024-06-03,2024-06-12,1.0,2.0,0.0,0.0,0.0,1-TO
2710,RAAU0LU,P63664824,ALL IN,2024-06-03,2024-06-10,1.0,2.0,0.0,0.0,0.0,1-TO
2711,R1IF9KC,P38521471,ALL IN,2024-06-03,2024-06-10,1.0,2.0,0.0,0.0,0.0,1-TO
2712,RMLW9OE,P43676609,ALL IN,2024-06-03,2024-06-16,1.0,2.0,0.0,0.0,0.0,1-TO
2713,R205HSL,P17071321,ALL IN,2024-06-03,2024-06-10,1.0,2.0,0.0,0.0,0.0,1-TO
2714,R22WMPR,P20411428,ALL IN,2024-06-03,2024-06-08,1.0,2.0,0.0,0.0,0.0,1-TO
2715,ROL4UE8,P48119011,DP,2024-06-03,2024-06-08,1.0,2.0,0.0,0.0,0.0,1-TO
2716,R3SUPZ9,P01419708,ALL IN,2024-06-03,2024-06-07,1.0,2.0,0.0,0.0,0.0,1-TO
2717,RVVHE8B,P04635643,ALL IN,2024-06-03,2024-06-09,1.0,2.0,0.0,0.0,0.0,1-TO
2718,RG5B34Y,P20989317,ALL IN,2024-06-03,2024-06-10,1.0,2.0,0.0,0.0,0.0,1-TO
2719,RNB55IX,P84636016,ALL IN,2024-06-03,2024-06-10,1.0,2.0,0.0,0.0,0.0,1-TO
2720,RCC38SG,P85240344,ALL IN,2024-06-03,2024-06-09,1.0,2.0,0.0,0.0,0.0,1-TO
2721,RFTJZ7G,P05713272,ALL IN,2024-06-03,2024-06-12,1.0,2.0,0.0,0.0,0.0,1-TO
2722,RWZ7FZR,P03735165,DP,2024-06-03,2024-06-07,1.0,2.0,0.0,0.0,0.0,2-Agences
2723,R16GQNY,P64565193,ALL IN,2024-06-03,2024-06-08,1.0,2.0,0.0,0.0,0.0,1-TO
2724,RKVZY56,P00593880,ALL IN,2024-06-03,2024-06-08,1.0,2.0,0.0,0.0,0.0,1-TO
2725,RUXAD8G,P16269466,DP,2024-06-03,2024-06-07,1.0,2.0,0.0,0.0,0.0,4-OTA
2726,RXI99RZ,P64266558,ALL IN,2024-06-02,2024-06-11,1.0,2.0,0.0,0.0,0.0,1-TO
2727,RHS7HFM,P20550533,ALL IN,2024-06-02,2024-06-07,1.0,2.0,0.0,0.0,0.0,1-TO
2728,RQOXCOM,P56779031,ALL IN,2024-06-02,2024-06-09,1.0,2.0,0.0,0.0,0.0,1-TO
2729,REZ2B4V,P03826716,ALL IN,2024-06-02,2024-06-16,1.0,2.0,0.0,0.0,0.0,1-TO
2730,RN5BZ44,P84992775,ALL IN,2024-06-02,2024-06-11,1.0,2.0,0.0,0.0,0.0,1-TO
2731,R576IH9,P78977387,ALL IN,2024-06-02,2024-06-09,1.0,2.0,0.0,0.0,0.0,1-TO
2732,RQ826N4,P54882488,ALL IN,2024-06-02,2024-06-09,1.0,1.0,0.0,0.0,0.0,1-TO
2733,R9Y6KKF,P65904812,ALL IN,2024-06-02,2024-06-09,1.0,2.0,0.0,0.0,0.0,1-TO
2734,RAJQEEF,P46085353,ALL IN,2024-06-02,2024-06-09,1.0,2.0,0.0,0.0,0.0,1-TO
2735,RSS9M08,P60008991,ALL IN,2024-06-02,2024-06-12,1.0,2.0,0.0,0.0,0.0,1-TO
2736,RK2IGMR,P13534995,ALL IN,2024-06-02,2024-06-13,1.0,2.0,0.0,0.0,0.0,1-TO
2737,RJPIGYA,P81937844,ALL IN,2024-06-02,2024-06-09,1.0,2.0,0.0,0.0,0.0,1-TO
2738,RJG2ILM,P95773293,ALL IN,2024-06-02,2024-06-08,1.0,2.0,0.0,0.0,0.0,1-TO
2739,RESPP7Q,P26009144,ALL IN,2024-06-02,2024-06-09,1.0,2.0,1.0,0.0,1.0,1-TO
2740,R131A4O,P58834261,ALL IN,2024-06-02,2024-06-11,1.0,1.0,0.0,0.0,0.0,1-TO
2741,RDWS7I8,P52885933,ALL IN,2024-06-02,2024-06-11,1.0,2.0,0.0,0.0,0.0,1-TO
2742,RY1TPWI,P67846992,ALL IN,2024-06-02,2024-06-09,1.0,1.0,0.0,0.0,0.0,1-TO
2743,RHBLMJ3,P06982949,ALL IN,2024-06-02,2024-06-12,1.0,1.0,0.0,0.0,0.0,1-TO
2744,RKVSO0D,P06012234,ALL IN,2024-06-02,2024-06-12,1.0,2.0,0.0,0.0,0.0,1-TO
2745,RRRJSFS,P63796766,ALL IN,2024-06-02,2024-06-09,1.0,2.0,0.0,0.0,0.0,1-TO
2746,RN6Y5AM,P47681977,ALL IN,2024-06-02,2024-06-10,1.0,2.0,0.0,0.0,0.0,1-TO
2747,RRKZI7K,P58656373,ALL IN,2024-06-02,2024-06-10,1.0,2.0,0.0,0.0,0.0,1-TO
2748,RC5TJYF,P37661662,ALL IN,2024-06-02,2024-06-09,1.0,2.0,0.0,0.0,0.0,1-TO
2749,RLN5ED9,P53519894,ALL IN,2024-06-02,2024-06-09,1.0,2.0,0.0,0.0,0.0,1-TO
2750,RM4ZEHT,P07011460,ALL IN,2024-06-02,2024-06-09,1.0,2.0,0.0,0.0,0.0,1-TO
2751,RKK6F3P,P91841563,ALL IN,2024-06-02,2024-06-09,1.0,2.0,0.0,0.0,0.0,1-TO
2752,R72RJJB,P61693807,ALL IN,2024-06-02,2024-06-12,1.0,2.0,0.0,0.0,0.0,1-TO
2753,RIU5JI9,P23520456,ALL IN,2024-06-02,2024-06-13,1.0,2.0,0.0,0.0,0.0,1-TO
2754,RQGTU91,P87436923,ALL IN,2024-06-02,2024-06-09,1.0,2.0,0.0,0.0,0.0,1-TO
2755,RV860HZ,P32569773,ALL IN,2024-06-02,2024-06-08,1.0,2.0,0.0,0.0,0.0,1-TO
2756,RFPX9JV,P27966285,ALL IN,2024-06-02,2024-06-09,1.0,2.0,0.0,0.0,0.0,1-TO
2757,R9730HK,P99542363,ALL IN,2024-06-02,2024-06-09,1.0,2.0,0.0,0.0,0.0,1-TO
2758,R75F131,P47853369,ALL IN,2024-06-02,2024-06-09,1.0,2.0,0.0,0.0,0.0,1-TO
2759,RFNV01D,P05291760,ALL IN,2024-06-02,2024-06-11,1.0,2.0,0.0,0.0,0.0,1-TO
2760,RUYOP3M,P60692421,ALL IN,2024-06-02,2024-06-12,1.0,2.0,0.0,0.0,0.0,1-TO
2761,R91MICG,P63451340,ALL IN,2024-06-02,2024-06-09,1.0,2.0,0.0,0.0,0.0,1-TO
2762,R06S3UV,P78759026,ALL IN,2024-06-02,2024-06-10,1.0,2.0,0.0,0.0,0.0,1-TO
2763,RQUV2YL,P24900533,ALL IN,2024-06-02,2024-06-10,1.0,2.0,0.0,0.0,0.0,1-TO
2764,RJKXWKO,P26742814,ALL IN,2024-06-02,2024-06-09,1.0,2.0,0.0,0.0,0.0,1-TO
2765,R7B2U6D,P72917668,DP,2024-06-02,2024-06-04,1.0,2.0,0.0,0.0,0.0,2-Agences
2766,RM2EZ6V,P34314370,ALL IN,2024-06-01,2024-06-08,1.0,2.0,0.0,0.0,0.0,1-TO
2767,R37EFLY,P43592691,ALL IN,2024-06-01,2024-06-08,1.0,3.0,0.0,0.0,0.0,1-TO
2768,RMJOR7M,P39379630,ALL IN,2024-06-01,2024-06-08,1.0,2.0,0.0,0.0,0.0,1-TO
2769,R3DFIQ9,P06164478,ALL IN,2024-06-01,2024-06-05,1.0,2.0,0.0,0.0,0.0,1-TO
2770,R9NT6KX,P86854080,ALL IN,2024-06-01,2024-06-15,1.0,3.0,0.0,0.0,0.0,1-TO
2771,R4ESKGL,P22145810,ALL IN,2024-06-01,2024-06-15,1.0,2.0,0.0,0.0,0.0,1-TO
2772,R4Y16Q5,P56410422,ALL IN,2024-06-01,2024-06-08,1.0,2.0,0.0,0.0,0.0,1-TO
2773,RB1URGF,P17170943,ALL IN,2024-06-01,2024-06-15,1.0,2.0,0.0,0.0,0.0,1-TO
2774,R5QRYMY,P03382229,ALL IN,2024-06-01,2024-06-08,1.0,2.0,0.0,0.0,0.0,1-TO
2775,RXB9C4Y,P09319507,ALL IN,2024-06-01,2024-06-08,1.0,2.0,1.0,0.0,0.0,1-TO
2776,RLSP19B,P01633015,ALL IN,2024-06-01,2024-06-07,1.0,2.0,0.0,0.0,0.0,1-TO
2777,R55W9BE,P00630326,ALL IN,2024-06-01,2024-06-08,1.0,2.0,0.0,0.0,0.0,1-TO
2778,RVWZCHJ,P02694809,ALL IN,2024-06-01,2024-06-09,1.0,2.0,1.0,0.0,0.0,1-TO
2779,RM5TC78,P79975884,ALL IN,2024-06-01,2024-06-08,1.0,2.0,0.0,0.0,0.0,1-TO
2780,RXWZVXM,P04549849,ALL IN,2024-06-01,2024-06-08,1.0,2.0,1.0,0.0,0.0,1-TO
2781,RN0V0YG,P63807014,ALL IN,2024-06-01,2024-06-08,1.0,2.0,1.0,0.0,0.0,1-TO
2782,RLIVL19,P40936370,ALL IN,2024-06-01,2024-06-30,1.0,1.0,0.0,0.0,0.0,1-TO
2783,R34N97R,P74062824,ALL IN,2024-06-01,2024-06-08,1.0,2.0,0.0,0.0,0.0,1-TO
2784,R23FMZD,P82763013,ALL IN,2024-06-01,2024-06-06,1.0,2.0,0.0,0.0,0.0,1-TO
2785,RNSUJVA,P77143467,ALL IN,2024-06-01,2024-06-08,1.0,2.0,0.0,0.0,0.0,1-TO
2786,RV9PPQ3,P09040991,ALL IN,2024-06-01,2024-06-08,1.0,3.0,0.0,0.0,0.0,1-TO
2787,R8EN6QJ,P06461256,ALL IN,2024-06-01,2024-06-08,1.0,2.0,0.0,0.0,0.0,1-TO
2788,RYCGZ11,P11317211,ALL IN,2024-06-01,2024-06-10,1.0,2.0,0.0,0.0,0.0,1-TO
2789,RO2MRKI,P97012151,DP,2024-06-01,2024-06-08,1.0,3.0,0.0,0.0,0.0,1-TO
2790,RZH7O1X,P09939034,ALL IN,2024-06-01,2024-06-05,1.0,2.0,0.0,0.0,0.0,1-TO
2791,RU05SA7,P60222150,ALL IN,2024-06-01,2024-06-08,1.0,2.0,0.0,0.0,0.0,1-TO
2792,RSOEEV1,P31016236,PC,2024-06-01,2024-06-02,1.0,2.0,1.0,0.0,0.0,3-MICE & Corporate
2793,RIK6BMS,P83132323,PC,2024-06-01,2024-06-02,1.0,2.0,0.0,0.0,0.0,3-MICE & Corporate
2794,R40QYGN,P42556069,PC,2024-06-01,2024-06-02,1.0,2.0,0.0,0.0,0.0,3-MICE & Corporate
2795,RP2LTIC,P58846627,PC,2024-06-01,2024-06-02,1.0,2.0,3.0,0.0,0.0,3-MICE & Corporate
2796,R6AGXT8,P85766832,PC,2024-06-01,2024-06-02,1.0,2.0,0.0,0.0,0.0,3-MICE & Corporate
2797,RUH35OG,P47499322,ALL IN,2024-06-01,2024-06-09,1.0,2.0,0.0,0.0,0.0,1-TO
2798,RVVZK8C,P81781677,ALL IN,2024-06-01,2024-06-07,1.0,2.0,0.0,0.0,0.0,1-TO
2799,RP4JN1H,P34970308,ALL IN,2024-06-01,2024-06-08,1.0,1.0,0.0,0.0,0.0,1-TO
2800,R88TOZZ,P84649802,DP,2024-06-01,2024-06-08,1.0,1.0,0.0,0.0,0.0,4-OTA
2801,RAN4SLG,P36462898,LPD,2024-06-01,2024-06-02,1.0,3.0,0.0,0.0,0.0,4-OTA
2802,RBEGCSC,P23939524,ALL IN,2024-06-01,2024-06-07,1.0,1.0,0.0,0.0,0.0,1-TO
2803,RF0YSLV,P54737318,DP,2024-06-01,2024-06-05,1.0,2.0,0.0,0.0,0.0,2-Agences
2804,RO6YO6M,P11883538,ALL IN,2024-06-01,2024-06-04,1.0,1.0,0.0,0.0,0.0,2-Agences
2805,R26CYDK,P21051079,ALL IN,2024-06-01,2024-06-05,1.0,1.0,0.0,0.0,0.0,2-Agences
2806,R3E35BX,P50569107,PC,2024-06-01,2024-06-02,1.0,2.0,1.0,0.0,1.0,3-MICE & Corporate
2807,R30JVSE,P32818056,DP,2024-06-01,2024-06-02,1.0,2.0,0.0,0.0,0.0,4-OTA
2808,RCQL7T4,P33232003,DP,2024-06-01,2024-06-02,1.0,2.0,0.0,0.0,0.0,4-OTA
2809,RILZ5IT,P66238942,LPD,2024-06-01,2024-06-02,1.0,2.0,0.0,0.0,0.0,4-OTA
2810,R2F6WLF,P72457633,LPD,2024-06-01,2024-06-02,1.0,2.0,0.0,0.0,0.0,4-OTA
2811,RSIU3CG,P96067484,DP,2024-06-01,2024-06-02,1.0,2.0,0.0,0.0,0.0,4-OTA
2812,RHC90B1,P70523283,DP,2024-06-01,2024-06-03,1.0,2.0,0.0,0.0,0.0,4-OTA
2813,RCKZF63,P76484839,LPD,2024-06-01,2024-06-02,1.0,2.0,0.0,0.0,0.0,4-OTA
2814,RFMVHP0,P43258652,DP,2024-06-01,2024-06-03,1.0,2.0,0.0,0.0,0.0,4-OTA
2815,RB5JK8G,P24115787,DP,2024-06-01,2024-06-02,1.0,2.0,0.0,0.0,0.0,5-Individuel
2816,RBHQZ07,P96345775,ALL IN,2024-06-01,2024-06-08,1.0,2.0,0.0,0.0,0.0,1-TO
2817,RHFJX2W,P93499384,ALL IN,2024-06-01,2024-06-08,1.0,2.0,0.0,0.0,0.0,1-TO
2818,RMGVUMU,P38562697,ALL IN,2024-06-01,2024-06-08,1.0,2.0,0.0,0.0,0.0,1-TO
2819,R09DEV9,P91064037,ALL IN,2024-06-01,2024-06-08,1.0,2.0,0.0,0.0,0.0,1-TO
2820,RD5YH5X,P56832644,ALL IN,2024-06-01,2024-06-15,1.0,2.0,0.0,0.0,0.0,1-TO
2821,RH7Q6X2,P56703278,ALL IN,2024-06-01,2024-06-15,1.0,2.0,0.0,0.0,0.0,1-TO
2822,R41I8OH,P51489499,ALL IN,2024-06-01,2024-06-15,1.0,2.0,0.0,0.0,0.0,1-TO
2823,R7EH88K,P46108773,ALL IN,2024-06-01,2024-06-08,1.0,2.0,0.0,0.0,0.0,1-TO
2824,RGQ3B4H,P14821486,ALL IN,2024-06-01,2024-06-15,1.0,2.0,0.0,0.0,0.0,1-TO
2825,RS7O3YX,P41767893,ALL IN,2024-06-01,2024-06-08,1.0,2.0,0.0,0.0,0.0,1-TO
2826,RHZIOH1,P59227825,ALL IN,2024-06-01,2024-06-08,1.0,2.0,0.0,0.0,0.0,1-TO
2827,R31DNUV,P69316868,ALL IN,2024-06-01,2024-06-08,1.0,2.0,0.0,0.0,0.0,1-TO
2828,R0EB2T5,P00794746,ALL IN,2024-06-01,2024-06-07,1.0,2.0,0.0,0.0,0.0,1-TO
2829,RQ0CLKL,P58832930,ALL IN,2024-05-31,2024-06-10,1.0,1.0,0.0,0.0,0.0,1-TO
2830,RZC5AOL,P78310846,ALL IN,2024-05-31,2024-06-05,1.0,2.0,0.0,0.0,0.0,1-TO
2831,R8KPP07,P21034913,ALL IN,2024-05-31,2024-06-07,1.0,3.0,0.0,0.0,0.0,1-TO
2832,RZXX746,P86385765,ALL IN,2024-05-31,2024-06-07,1.0,2.0,0.0,0.0,0.0,1-TO
2833,RYYGW23,P20390389,ALL IN,2024-05-31,2024-06-07,1.0,2.0,0.0,0.0,0.0,1-TO
2834,RIWKMZY,P48932307,ALL IN,2024-05-31,2024-06-08,1.0,2.0,0.0,0.0,0.0,1-TO
2835,RMKGD2I,P51820084,ALL IN,2024-05-31,2024-06-04,1.0,2.0,0.0,0.0,0.0,1-TO
2836,R51FFJ8,P23804002,ALL IN,2024-05-31,2024-06-04,1.0,1.0,0.0,0.0,0.0,1-TO
2837,R3V1E95,P24223444,ALL IN,2024-05-31,2024-06-07,1.0,3.0,0.0,0.0,0.0,1-TO
2838,RJN4XU0,P07906165,PC,2024-05-31,2024-06-01,1.0,2.0,0.0,0.0,0.0,3-MICE & Corporate
2839,RVQARN0,P57668568,PC,2024-05-31,2024-06-01,1.0,2.0,0.0,0.0,0.0,3-MICE & Corporate
2840,R55EJL4,P43245408,PC,2024-05-31,2024-06-01,1.0,2.0,0.0,0.0,0.0,3-MICE & Corporate
2841,RVODSDP,P36835273,PC,2024-05-31,2024-06-01,1.0,2.0,0.0,0.0,0.0,3-MICE & Corporate
2842,RR24O5C,P78475350,PC,2024-05-31,2024-06-01,1.0,2.0,0.0,0.0,0.0,3-MICE & Corporate
2843,ROKS1U7,P84023473,PC,2024-05-31,2024-06-01,1.0,2.0,0.0,0.0,1.0,3-MICE & Corporate
2844,RLZND9U,P84838580,PC,2024-05-31,2024-06-01,1.0,1.0,0.0,0.0,0.0,3-MICE & Corporate
2845,R6M8PWK,P22965515,PC,2024-05-31,2024-06-01,1.0,2.0,0.0,0.0,0.0,3-MICE & Corporate
2846,RIXU5EK,P02907955,PC,2024-05-31,2024-06-01,1.0,1.0,0.0,0.0,0.0,3-MICE & Corporate
2847,RRXEOIV,P62725120,PC,2024-05-31,2024-06-01,1.0,2.0,0.0,0.0,0.0,3-MICE & Corporate
2848,RANHEUN,P64957967,PC,2024-05-31,2024-06-01,1.0,2.0,0.0,0.0,0.0,3-MICE & Corporate
2849,R65EVJV,P84270821,PC,2024-05-31,2024-06-01,1.0,2.0,0.0,0.0,0.0,3-MICE & Corporate
2850,RY4SXB6,P18869427,PC,2024-05-31,2024-06-01,1.0,0.0,2.0,0.0,0.0,3-MICE & Corporate
2851,RHA7M3W,P52528465,PC,2024-05-31,2024-06-01,1.0,1.0,0.0,0.0,0.0,3-MICE & Corporate
2852,RCXB9ZM,P56824386,PC,2024-05-31,2024-06-01,1.0,1.0,0.0,0.0,0.0,3-MICE & Corporate
2853,R1YRYMS,P88652786,PC,2024-05-31,2024-06-01,1.0,2.0,0.0,0.0,0.0,3-MICE & Corporate
2854,R62339H,P06467165,PC,2024-05-31,2024-06-01,1.0,1.0,0.0,0.0,0.0,3-MICE & Corporate
2855,RRLV1IE,P78440825,PC,2024-05-31,2024-06-01,0.0,2.0,0.0,0.0,0.0,3-MICE & Corporate
2856,RHHDB27,P16206194,PC,2024-05-31,2024-06-01,1.0,2.0,0.0,0.0,0.0,3-MICE & Corporate
2857,RK6244H,P11874108,PC,2024-05-31,2024-06-01,1.0,2.0,0.0,0.0,0.0,3-MICE & Corporate
2858,R1F2A0Y,P34710736,PC,2024-05-31,2024-06-01,1.0,1.0,0.0,0.0,0.0,3-MICE & Corporate
2859,R3GVE2I,P23613079,PC,2024-05-31,2024-06-01,1.0,2.0,0.0,0.0,0.0,3-MICE & Corporate
2860,RGQH4WH,P99482234,PC,2024-05-31,2024-06-01,1.0,1.0,0.0,0.0,0.0,3-MICE & Corporate
2861,R023YS3,P19669200,PC,2024-05-31,2024-06-01,1.0,2.0,0.0,0.0,0.0,3-MICE & Corporate
2862,RIW6G6Z,P50490048,PC,2024-05-31,2024-06-01,1.0,2.0,0.0,0.0,0.0,3-MICE & Corporate
2863,RW7UJ7W,P86004560,PC,2024-05-31,2024-06-01,1.0,1.0,0.0,0.0,0.0,3-MICE & Corporate
2864,RC55UMI,P84128424,PC,2024-05-31,2024-06-01,1.0,2.0,0.0,0.0,0.0,3-MICE & Corporate
2865,RS3RE3Q,P72941781,PC,2024-05-31,2024-06-01,1.0,2.0,0.0,0.0,0.0,3-MICE & Corporate
2866,RPHF0VA,P47133869,PC,2024-05-31,2024-06-01,1.0,2.0,1.0,0.0,0.0,3-MICE & Corporate
2867,R5DIHEV,P56111394,PC,2024-05-31,2024-06-01,1.0,2.0,0.0,0.0,0.0,3-MICE & Corporate
2868,RE8GAW9,P21768093,PC,2024-05-31,2024-06-01,1.0,2.0,0.0,0.0,0.0,3-MICE & Corporate
2869,RI8U60T,P20849204,PC,2024-05-31,2024-06-01,1.0,2.0,0.0,0.0,0.0,3-MICE & Corporate
2870,RAR9C55,P12544581,PC,2024-05-31,2024-06-01,1.0,1.0,0.0,0.0,0.0,3-MICE & Corporate
2871,RGFJ8RN,P08351391,PC,2024-05-31,2024-06-01,1.0,2.0,0.0,0.0,0.0,3-MICE & Corporate
2872,RQ9ELJC,P67384046,PC,2024-05-31,2024-06-01,1.0,2.0,0.0,0.0,0.0,3-MICE & Corporate
2873,R3JQMKW,P73278251,PC,2024-05-31,2024-06-01,1.0,1.0,0.0,0.0,0.0,3-MICE & Corporate
2874,RYFXJ7K,P96094163,PC,2024-05-31,2024-06-01,1.0,1.0,0.0,0.0,0.0,3-MICE & Corporate
2875,RZGXTBJ,P64199302,PC,2024-05-31,2024-06-01,1.0,1.0,0.0,0.0,0.0,3-MICE & Corporate
2876,R33HGS6,P26517210,PC,2024-05-31,2024-06-01,1.0,2.0,0.0,0.0,0.0,3-MICE & Corporate
2877,R533W7M,P68249741,PC,2024-05-31,2024-06-01,1.0,2.0,0.0,0.0,2.0,3-MICE & Corporate
2878,R22NYJH,P66358222,PC,2024-05-31,2024-06-01,1.0,2.0,0.0,0.0,0.0,3-MICE & Corporate
2879,RS2V693,P24946096,PC,2024-05-31,2024-06-01,1.0,1.0,0.0,0.0,0.0,3-MICE & Corporate
2880,REW8LB2,P28382743,PC,2024-05-31,2024-06-01,1.0,1.0,0.0,0.0,0.0,3-MICE & Corporate
2881,RDYSV9J,P82605546,PC,2024-05-31,2024-06-01,1.0,2.0,0.0,0.0,0.0,3-MICE & Corporate
2882,RB4NQ18,P40568062,PC,2024-05-31,2024-06-01,1.0,2.0,0.0,0.0,0.0,3-MICE & Corporate
2883,RYZNLU0,P92729575,PC,2024-05-31,2024-06-01,1.0,2.0,0.0,0.0,0.0,3-MICE & Corporate
2884,R7PIMOG,P01663049,PC,2024-05-31,2024-06-01,1.0,1.0,0.0,0.0,0.0,3-MICE & Corporate
2885,RXSLHDD,P18327137,PC,2024-05-31,2024-06-01,1.0,1.0,0.0,0.0,0.0,3-MICE & Corporate
2886,RLIDN3Q,P91116372,PC,2024-05-31,2024-06-01,1.0,2.0,0.0,0.0,0.0,3-MICE & Corporate
2887,RBMBVI0,P48127594,PC,2024-05-31,2024-06-01,1.0,2.0,0.0,0.0,0.0,3-MICE & Corporate
2888,RE8CQ3J,P98889768,ALL IN,2024-05-31,2024-06-05,1.0,2.0,0.0,0.0,0.0,1-TO
2889,RJY3I3W,P82321875,ALL IN,2024-05-31,2024-06-07,1.0,2.0,0.0,0.0,0.0,1-TO
2890,R039AT5,P13437575,ALL IN,2024-05-31,2024-06-07,1.0,2.0,0.0,0.0,0.0,1-TO
2891,R8Y5MPR,P23744299,ALL IN,2024-05-31,2024-06-07,1.0,2.0,1.0,0.0,0.0,1-TO
2892,R5L95AH,P86404042,ALL IN,2024-05-31,2024-06-07,1.0,2.0,1.0,0.0,0.0,1-TO
2893,R8H6TC5,P87112733,ALL IN,2024-05-31,2024-06-07,1.0,2.0,0.0,0.0,0.0,1-TO
2894,RONYD6M,P28162823,DP,2024-05-31,2024-06-01,1.0,2.0,0.0,0.0,0.0,2-Agences
2895,RIT6LO1,P37861363,DP,2024-05-31,2024-06-01,1.0,2.0,0.0,0.0,0.0,2-Agences
2896,R0PKAWU,P66218009,PC,2024-05-31,2024-06-02,1.0,1.0,0.0,0.0,0.0,3-MICE & Corporate
2897,R2UFNXZ,P32646282,PC,2024-05-31,2024-06-02,1.0,1.0,0.0,0.0,0.0,3-MICE & Corporate
2898,RB4CGFH,P19759653,PC,2024-05-31,2024-06-02,1.0,2.0,0.0,0.0,0.0,3-MICE & Corporate
2899,RODO1AY,P03286340,PC,2024-05-31,2024-06-02,1.0,1.0,0.0,0.0,0.0,3-MICE & Corporate
2900,RACP78E,P70648217,PC,2024-05-31,2024-06-02,1.0,1.0,0.0,0.0,0.0,3-MICE & Corporate
2901,REXRV1C,P90335183,PC,2024-05-31,2024-06-02,1.0,1.0,0.0,0.0,0.0,3-MICE & Corporate
2902,RXKFG5C,P10477178,PC,2024-05-31,2024-06-02,1.0,1.0,0.0,0.0,0.0,3-MICE & Corporate
2903,RZ771P0,P98090225,PC,2024-05-31,2024-06-02,1.0,1.0,0.0,0.0,0.0,3-MICE & Corporate
2904,RETR9PF,P79172608,PC,2024-05-31,2024-06-02,1.0,1.0,0.0,0.0,0.0,3-MICE & Corporate
2905,R6VUIY6,P73453943,PC,2024-05-31,2024-06-02,1.0,2.0,0.0,0.0,1.0,3-MICE & Corporate
2906,RXKMNTV,P61737867,PC,2024-05-31,2024-06-02,1.0,1.0,0.0,0.0,0.0,3-MICE & Corporate
2907,RSAONNJ,P33985439,PC,2024-05-31,2024-06-02,1.0,2.0,1.0,0.0,1.0,3-MICE & Corporate
2908,RVCQMKW,P87171221,PC,2024-05-31,2024-06-02,1.0,2.0,0.0,0.0,0.0,3-MICE & Corporate
2909,RQDIACU,P66373675,PC,2024-05-31,2024-06-02,1.0,1.0,0.0,0.0,0.0,3-MICE & Corporate
2910,RSH54LB,P64855011,ALL IN,2024-05-31,2024-06-08,1.0,2.0,0.0,0.0,0.0,1-TO
2911,RLXSGCQ,P78385055,ALL IN,2024-05-31,2024-06-12,1.0,2.0,0.0,0.0,0.0,1-TO
2912,RD3LO2C,P97063326,PC,2024-05-31,2024-06-02,1.0,1.0,0.0,0.0,0.0,3-MICE & Corporate
2913,RADSJO5,P16565814,PC,2024-05-31,2024-06-02,1.0,1.0,0.0,0.0,0.0,3-MICE & Corporate
2914,R0Q8EJM,P76517675,PC,2024-05-31,2024-06-02,1.0,1.0,0.0,0.0,0.0,3-MICE & Corporate
2915,REWHDX2,P19469220,PC,2024-05-31,2024-06-02,1.0,1.0,0.0,0.0,0.0,3-MICE & Corporate
2916,RC7JQZ0,P64270629,PC,2024-05-31,2024-06-02,1.0,1.0,0.0,0.0,0.0,3-MICE & Corporate
